read_id,ref_id,read_direction,read_number,len_ref,len_ref_aligned,len_read,len_read_windowed,len_read_aligned,distance_aligned,similarity_aligned,category
read88,571,1,1,108,108,108,108,108,0,1.0,mapped_high
read89,572,1,1,108,108,108,108,108,0,1.0,mapped_high
read90,573,1,1,108,108,108,108,108,0,1.0,mapped_high
read91,574,1,1,108,108,108,108,108,0,1.0,mapped_high
read92,575,1,1,108,108,108,108,108,0,1.0,mapped_high
read93,576,1,1,108,108,108,108,108,0,1.0,mapped_high
read94,578,1,1,108,108,108,108,108,0,1.0,mapped_high
read95,579,1,1,108,108,108,108,108,0,1.0,mapped_high
read96,580,1,1,108,108,108,108,108,0,1.0,mapped_high
read97,581,1,1,108,108,108,108,108,0,1.0,mapped_high
read98,582,1,1,108,108,108,108,108,0,1.0,mapped_high
read99,583,1,1,108,108,105,105,105,3,0.9722222222222222,mapped_high
read100,584,1,1,108,108,108,108,108,0,1.0,mapped_high
read101,585,1,1,108,108,108,108,108,0,1.0,mapped_high
read102,586,1,1,108,108,108,108,108,0,1.0,mapped_high
read103,587,1,1,108,108,108,108,108,0,1.0,mapped_high
read104,588,1,1,108,108,108,108,108,0,1.0,mapped_high
read105,589,1,1,108,108,108,108,108,0,1.0,mapped_high
read106,590,1,1,108,108,108,108,108,0,1.0,mapped_high
read107,591,1,1,108,108,108,108,108,0,1.0,mapped_high
read108,592,1,1,108,108,108,108,108,0,1.0,mapped_high
read109,593,1,1,108,108,108,108,108,0,1.0,mapped_high
read110,595,1,1,108,108,108,108,108,0,1.0,mapped_high
read111,596,1,1,108,108,108,108,108,1,0.9907407407407407,mapped_high
read112,597,1,1,108,108,108,108,108,0,1.0,mapped_high
read113,598,1,1,108,108,108,108,108,0,1.0,mapped_high
read114,599,1,1,108,108,108,108,108,1,0.9907407407407407,mapped_high
read115,600,1,1,108,108,108,108,108,0,1.0,mapped_high
read116,601,1,1,108,108,108,108,108,0,1.0,mapped_high
read117,603,1,1,108,108,108,108,108,0,1.0,mapped_high
read118,604,1,1,108,108,108,108,108,0,1.0,mapped_high
read119,605,1,1,108,108,108,108,108,0,1.0,mapped_high
read120,606,1,1,108,108,108,108,108,0,1.0,mapped_high
read121,607,1,1,108,108,108,108,108,0,1.0,mapped_high
read122,608,1,1,108,108,108,108,108,0,1.0,mapped_high
read123,609,1,1,108,108,108,108,108,0,1.0,mapped_high
read124,610,1,1,108,108,108,108,108,0,1.0,mapped_high
read125,611,1,1,108,108,108,108,108,0,1.0,mapped_high
read126,612,1,1,108,108,108,108,108,0,1.0,mapped_high
read127,613,1,1,108,108,108,108,108,0,1.0,mapped_high
read128,614,1,1,108,108,107,107,107,1,0.9907407407407407,mapped_high
read129,615,1,1,108,108,108,108,108,0,1.0,mapped_high
read130,616,1,1,108,108,108,108,108,0,1.0,mapped_high
read131,617,1,1,108,108,108,108,108,0,1.0,mapped_high
read132,618,1,1,108,108,108,108,108,0,1.0,mapped_high
read133,619,1,1,108,108,108,108,108,0,1.0,mapped_high
read134,620,1,1,108,108,108,108,108,0,1.0,mapped_high
read135,621,1,1,108,108,108,108,108,0,1.0,mapped_high
read136,622,1,1,108,108,108,108,108,0,1.0,mapped_high
read137,623,1,1,108,108,108,108,108,0,1.0,mapped_high
read138,624,1,1,108,108,108,108,108,0,1.0,mapped_high
read139,625,1,1,108,108,108,108,108,0,1.0,mapped_high
read140,626,1,1,108,108,108,108,108,0,1.0,mapped_high
read141,627,1,1,108,108,107,107,107,1,0.9907407407407407,mapped_high
read142,628,1,1,108,108,108,108,108,0,1.0,mapped_high
read143,629,1,1,108,108,108,108,108,0,1.0,mapped_high
read144,630,1,1,108,108,108,108,108,0,1.0,mapped_high
read145,632,1,1,108,108,108,108,108,0,1.0,mapped_high
read146,633,1,1,108,108,108,108,108,0,1.0,mapped_high
read147,634,1,1,108,108,108,108,108,0,1.0,mapped_high
read148,635,1,1,108,108,108,108,108,0,1.0,mapped_high
read149,636,1,1,108,108,108,108,108,0,1.0,mapped_high
read150,637,1,1,108,108,105,105,105,3,0.9722222222222222,mapped_high
read151,638,1,1,108,108,108,108,108,0,1.0,mapped_high
read152,639,1,1,108,108,108,108,108,0,1.0,mapped_high
read153,640,1,1,108,108,108,108,108,0,1.0,mapped_high
read154,641,1,1,108,108,108,108,108,0,1.0,mapped_high
read155,642,1,1,108,108,108,108,108,0,1.0,mapped_high
read156,643,1,1,108,108,108,108,108,0,1.0,mapped_high
read157,645,1,1,108,108,108,108,108,1,0.9907407407407407,mapped_high
read158,646,1,1,108,108,108,108,108,0,1.0,mapped_high
read159,647,1,1,108,108,108,108,108,0,1.0,mapped_high
read160,648,1,1,108,108,108,108,108,0,1.0,mapped_high
